,time,temp,windsp,winddir,humid,cloud,sun_hr,solar,so2,co,ozone,no2,pm2.5,pm10,rn,month,season
4745,2018-09-14 17:00:00,21.8,1.9,340.0,98.0,10.0,0.0,0.17,0.006999999999999999,0.2,0.016,0.018000000000000002,9.0,11.0,5.891666666666666,9,4
4746,2018-09-14 18:00:00,21.6,2.6,360.0,98.0,10.0,0.0,0.05,0.006,0.2,0.016,0.015,9.0,16.0,5.049999999999999,9,4
4747,2018-09-14 19:00:00,21.5,1.4,320.0,98.0,10.0,0.0,0.0,0.006,0.2,0.018000000000000002,0.01,9.0,10.0,4.208333333333332,9,4
4748,2018-09-14 20:00:00,21.4,2.1,320.0,98.0,10.0,,,0.005,0.5,0.015,0.01,17.0,23.0,3.366666666666667,9,4
4749,2018-09-14 21:00:00,21.4,2.3,320.0,98.0,10.0,,,0.003,1.1,0.015,0.011000000000000001,13.0,17.0,2.5249999999999986,9,4
4750,2018-09-14 22:00:00,21.4,1.7,340.0,98.0,10.0,,,0.003,1.6,0.015,0.013999999999999999,11.0,12.0,1.6833333333333336,9,4
4751,2018-09-14 23:00:00,21.4,2.5,320.0,98.0,9.0,,,0.003,1.5,0.013999999999999999,0.017,16.0,17.0,0.841666666666665,9,4
4752,2018-09-15 00:00:00,21.5,1.0,340.0,98.0,8.0,,,0.003,0.6,0.017,0.012,14.0,16.0,0.0,9,4
4753,2018-09-15 01:00:00,21.3,0.9,360.0,98.0,8.0,,,0.003,1.8,0.015,0.01,14.0,16.0,0.020833333333333332,9,4
4754,2018-09-15 02:00:00,21.3,1.7,340.0,98.0,9.0,,,0.003,1.4,0.015,0.006999999999999999,17.0,22.0,0.041666666666666664,9,4
4755,2018-09-15 03:00:00,21.1,2.4,320.0,98.0,10.0,,,0.005,0.4,0.016,0.008,16.0,17.0,0.0625,9,4
4756,2018-09-15 04:00:00,21.3,2.2,340.0,98.0,10.0,,,0.004,1.0,0.02,0.008,9.0,20.0,0.08333333333333333,9,4
4757,2018-09-15 05:00:00,21.2,2.2,340.0,98.0,10.0,,,0.003,1.2,0.02,0.011000000000000001,15.0,17.0,0.10416666666666666,9,4
4758,2018-09-15 06:00:00,20.9,1.9,340.0,98.0,10.0,,,0.004,0.6,0.018000000000000002,0.012,14.0,18.0,0.125,9,4
4759,2018-09-15 07:00:00,20.8,1.5,360.0,98.0,10.0,0.0,0.04,0.005,0.2,0.02,0.01,11.0,13.0,0.14583333333333331,9,4
4760,2018-09-15 08:00:00,20.8,1.5,340.0,98.0,10.0,0.0,0.29,0.004,0.2,0.023,0.008,8.0,21.0,0.16666666666666666,9,4
4761,2018-09-15 09:00:00,21.0,2.1,320.0,98.0,10.0,0.0,0.46,0.005,0.2,0.022000000000000002,0.012,11.0,15.0,0.1875,9,4
4762,2018-09-15 10:00:00,21.9,1.3,340.0,98.0,10.0,0.0,0.6,0.005,0.2,0.022000000000000002,0.017,10.0,18.0,0.20833333333333331,9,4
4763,2018-09-15 11:00:00,22.1,1.5,320.0,98.0,10.0,0.0,0.7,0.005,0.3,0.021,0.017,10.0,18.0,0.22916666666666666,9,4
4764,2018-09-15 12:00:00,23.6,0.8,340.0,90.0,10.0,0.0,0.88,0.005,0.3,0.022000000000000002,0.013000000000000001,12.0,18.0,0.25,9,4
4765,2018-09-15 13:00:00,23.9,1.4,360.0,86.0,10.0,0.1,1.44,0.004,0.2,0.026000000000000002,0.006999999999999999,15.0,20.0,0.2708333333333333,9,4
4766,2018-09-15 14:00:00,24.3,0.7,50.0,85.0,10.0,0.0,1.3,0.006999999999999999,0.2,0.025,0.006,10.0,20.0,0.29166666666666663,9,4
4767,2018-09-15 15:00:00,24.3,0.5,180.0,84.0,10.0,0.0,0.88,0.008,0.2,0.027000000000000003,0.008,8.0,19.0,0.3125,9,4
4768,2018-09-15 16:00:00,24.3,0.7,70.0,86.0,10.0,0.0,0.48,0.011000000000000001,0.2,0.023,0.017,10.0,21.0,0.3333333333333333,9,4
4769,2018-09-15 17:00:00,23.5,0.6,340.0,92.0,10.0,0.0,0.19,0.016,0.2,0.015,0.027000000000000003,14.0,25.0,0.35416666666666663,9,4
4770,2018-09-15 18:00:00,22.6,1.3,20.0,94.0,10.0,0.0,0.06,0.024,0.2,0.011000000000000001,0.032,24.0,27.0,0.375,9,4
4771,2018-09-15 19:00:00,22.2,1.3,360.0,97.0,9.0,0.0,0.0,0.017,0.2,0.013000000000000001,0.019,25.0,28.0,0.3958333333333333,9,4
4772,2018-09-15 20:00:00,22.1,0.7,20.0,98.0,2.0,,,0.013000000000000001,0.2,0.019,0.01,19.0,26.0,0.41666666666666663,9,4
4773,2018-09-15 21:00:00,22.1,0.1,0.0,98.0,10.0,,,0.032,0.2,0.01,0.023,19.0,22.0,0.4375,9,4
4774,2018-09-15 22:00:00,21.8,0.2,0.0,98.0,6.0,,,0.011000000000000001,0.4,0.011000000000000001,0.031,20.0,35.0,0.4583333333333333,9,4
4775,2018-09-15 23:00:00,22.0,1.2,290.0,98.0,5.0,,,0.012,0.5,0.013000000000000001,0.033,25.0,39.0,0.47916666666666663,9,4
4776,2018-09-16 00:00:00,21.8,0.0,0.0,98.0,8.0,,,0.018000000000000002,0.5,0.02,0.026000000000000002,29.0,45.0,0.5,9,4
4777,2018-09-16 01:00:00,21.4,0.9,290.0,98.0,9.0,,,0.019,0.5,0.011000000000000001,0.021,31.0,50.0,0.4791666666666667,9,4
4778,2018-09-16 02:00:00,21.0,0.3,0.0,98.0,4.0,,,0.049,0.3,0.005,0.022000000000000002,34.0,39.0,0.4583333333333333,9,4
4779,2018-09-16 03:00:00,21.2,1.5,270.0,98.0,6.0,,,0.042,0.2,0.005,0.027000000000000003,30.0,40.0,0.4375,9,4
4780,2018-09-16 04:00:00,20.7,0.2,0.0,98.0,7.0,,,0.01,2.7,0.006999999999999999,0.02,28.0,42.0,0.4166666666666667,9,4
4781,2018-09-16 05:00:00,20.7,1.0,320.0,98.0,6.0,,,0.005,1.4,0.006999999999999999,0.016,28.0,51.0,0.39583333333333337,9,4
4782,2018-09-16 06:00:00,20.5,0.5,290.0,98.0,5.0,,,0.006,0.8,0.006999999999999999,0.017,28.0,51.0,0.375,9,4
4783,2018-09-16 07:00:00,20.6,1.3,320.0,98.0,2.0,0.3,0.13,0.005,0.9,0.006999999999999999,0.012,32.0,47.0,0.3541666666666667,9,4
4784,2018-09-16 08:00:00,23.3,1.2,20.0,98.0,3.0,0.9,0.62,0.004,3.6,0.01,0.012,29.0,44.0,0.33333333333333337,9,4
4785,2018-09-16 09:00:00,25.1,1.1,360.0,84.0,3.0,1.0,1.4,0.005,0.4,0.013000000000000001,0.008,35.0,49.0,0.3125,9,4
4786,2018-09-16 10:00:00,26.6,1.4,270.0,75.0,5.0,1.0,1.92,0.004,0.5,0.017,0.01,29.0,34.0,0.2916666666666667,9,4
4787,2018-09-16 11:00:00,26.6,2.4,360.0,75.0,5.0,0.9,2.29,0.004,0.6,0.017,0.01,24.0,28.0,0.27083333333333337,9,4
4788,2018-09-16 12:00:00,27.4,1.0,320.0,68.0,5.0,0.9,2.57,0.004,0.5,0.02,0.006,9.0,22.0,0.25,9,4
4789,2018-09-16 13:00:00,28.6,1.5,360.0,62.0,6.0,0.5,1.35,0.018000000000000002,0.4,0.031,0.015,10.0,16.0,0.22916666666666669,9,4
4790,2018-09-16 14:00:00,27.1,1.6,140.0,70.0,7.0,0.4,1.02,0.008,0.5,0.044000000000000004,0.008,35.0,40.0,0.20833333333333337,9,4
4791,2018-09-16 15:00:00,25.6,2.2,90.0,78.0,10.0,0.0,0.22,0.009000000000000001,0.4,0.044000000000000004,0.01,31.0,42.0,0.1875,9,4
4792,2018-09-16 16:00:00,26.4,1.6,90.0,76.0,10.0,0.0,0.48,0.016,0.3,0.036000000000000004,0.019,29.0,40.0,0.16666666666666669,9,4
4793,2018-09-16 17:00:00,25.1,0.9,50.0,81.0,10.0,0.0,0.1,0.013999999999999999,0.4,0.034,0.025,30.0,41.0,0.14583333333333337,9,4
4794,2018-09-16 18:00:00,24.7,1.1,110.0,84.0,10.0,0.0,0.02,0.019,0.3,0.027999999999999997,0.035,29.0,36.0,0.125,9,4
4795,2018-09-16 19:00:00,23.0,0.5,360.0,95.0,10.0,0.0,0.0,0.028999999999999998,0.3,0.027999999999999997,0.025,31.0,39.0,0.10416666666666669,9,4
4796,2018-09-16 20:00:00,22.6,1.9,290.0,98.0,10.0,,,0.011000000000000001,0.3,0.033,0.009000000000000001,38.0,45.0,0.08333333333333337,9,4
4797,2018-09-16 21:00:00,22.3,0.6,340.0,95.0,9.0,,,0.005,0.5,0.028999999999999998,0.012,32.0,43.0,0.0625,9,4
4798,2018-09-16 22:00:00,22.1,1.3,290.0,95.0,8.0,,,0.004,1.1,0.018000000000000002,0.013999999999999999,32.0,36.0,0.041666666666666685,9,4
4799,2018-09-16 23:00:00,21.8,2.1,290.0,94.0,9.0,,,0.004,1.3,0.017,0.013999999999999999,30.0,40.0,0.02083333333333337,9,4
4800,2018-09-17 00:00:00,21.9,1.2,320.0,92.0,10.0,,,0.004,1.7,0.016,0.013999999999999999,22.0,38.0,0.0,9,4
4801,2018-09-17 01:00:00,22.1,1.5,320.0,88.0,10.0,,,0.004,0.8,0.016,0.009000000000000001,22.0,33.0,0.0,9,4
4802,2018-09-17 02:00:00,21.6,0.4,0.0,92.0,10.0,,,0.004,0.8,0.018000000000000002,0.005,29.0,35.0,0.0,9,4
4803,2018-09-17 03:00:00,21.5,1.0,340.0,93.0,10.0,,,0.004,0.6,0.019,0.006,25.0,30.0,0.0,9,4
4804,2018-09-17 04:00:00,21.4,1.3,320.0,91.0,10.0,,,0.004,0.8,0.02,0.006999999999999999,22.0,32.0,0.0,9,4
4805,2018-09-17 05:00:00,21.0,0.9,320.0,93.0,9.0,,,0.004,1.3,0.018000000000000002,0.008,17.0,29.0,0.0,9,4
4806,2018-09-17 06:00:00,21.1,1.1,320.0,90.0,9.0,,,0.004,1.6,0.016,0.01,26.0,38.0,0.0,9,4
4807,2018-09-17 07:00:00,21.2,2.7,320.0,89.0,10.0,0.0,0.06,0.004,1.5,0.016,0.013000000000000001,35.0,43.0,0.0,9,4
4808,2018-09-17 08:00:00,21.8,1.1,360.0,87.0,10.0,0.0,0.26,0.004,1.0,0.016,0.013999999999999999,36.0,43.0,0.0,9,4
4809,2018-09-17 09:00:00,22.6,2.1,340.0,81.0,9.0,0.2,0.59,0.004,0.7,0.017,0.013999999999999999,36.0,51.0,0.0,9,4
4810,2018-09-17 10:00:00,24.3,1.4,340.0,77.0,10.0,0.0,0.52,0.004,0.7,0.019,0.018000000000000002,37.0,49.0,0.0,9,4
4811,2018-09-17 11:00:00,24.4,2.5,340.0,74.0,10.0,0.1,0.95,0.004,0.5,0.02,0.017,31.0,47.0,0.0,9,4
4812,2018-09-17 12:00:00,24.6,2.4,340.0,70.0,9.0,1.0,2.21,0.004,0.4,0.021,0.016,37.0,51.0,0.0,9,4
4813,2018-09-17 13:00:00,26.2,1.5,360.0,66.0,7.0,1.0,2.77,0.003,0.9,0.027999999999999997,0.008,29.0,46.0,0.0,9,4
4814,2018-09-17 14:00:00,26.5,1.2,320.0,62.0,7.0,0.3,0.95,0.005,0.4,0.032,0.006,29.0,44.0,0.0,9,4
4815,2018-09-17 15:00:00,27.0,1.7,320.0,60.0,4.0,0.8,1.57,0.003,0.3,0.035,0.006999999999999999,29.0,49.0,0.0,9,4
4816,2018-09-17 16:00:00,27.4,0.9,140.0,54.0,3.0,0.3,0.79,0.006999999999999999,0.4,0.033,0.019,23.0,37.0,0.0,9,4
4817,2018-09-17 17:00:00,25.9,1.9,90.0,63.0,7.0,0.5,0.64,0.013999999999999999,0.4,0.032,0.023,32.0,46.0,0.0,9,4
4818,2018-09-17 18:00:00,24.0,1.4,20.0,71.0,3.0,0.7,0.36,0.011000000000000001,0.4,0.03,0.028999999999999998,36.0,40.0,0.0,9,4
4819,2018-09-17 19:00:00,22.9,1.3,20.0,73.0,4.0,0.0,0.02,0.01,0.4,0.031,0.017,42.0,45.0,0.0,9,4
4820,2018-09-17 20:00:00,22.3,1.1,360.0,77.0,3.0,,,0.011000000000000001,0.4,0.036000000000000004,0.009000000000000001,46.0,53.0,0.0,9,4
4821,2018-09-17 21:00:00,21.6,1.6,320.0,81.0,2.0,,,0.005,0.4,0.037000000000000005,0.009000000000000001,40.0,45.0,0.0,9,4
4822,2018-09-17 22:00:00,21.0,1.3,320.0,85.0,5.0,,,0.003,0.4,0.039,0.012,35.0,41.0,0.0,9,4
4823,2018-09-17 23:00:00,20.4,1.3,320.0,91.0,4.0,,,0.003,0.4,0.032,0.017,37.0,46.0,0.0,9,4
4824,2018-09-18 00:00:00,20.2,0.8,340.0,95.0,5.0,,,0.003,0.5,0.017,0.025,37.0,49.0,0.0,9,4
4825,2018-09-18 01:00:00,19.7,1.1,320.0,96.0,6.0,,,0.003,0.5,0.018000000000000002,0.015,44.0,53.0,0.21666666666666667,9,4
4826,2018-09-18 02:00:00,19.6,1.6,340.0,97.0,4.0,,,0.003,0.5,0.016,0.011000000000000001,43.0,54.0,0.43333333333333335,9,4
4827,2018-09-18 03:00:00,19.6,1.4,340.0,98.0,5.0,,,0.003,0.4,0.016,0.012,41.0,53.0,0.65,9,4
4828,2018-09-18 04:00:00,19.3,0.9,320.0,98.0,5.0,,,0.003,0.4,0.018000000000000002,0.013000000000000001,45.0,46.0,0.8666666666666667,9,4
4829,2018-09-18 05:00:00,19.5,0.7,20.0,98.0,3.0,,,0.003,0.8,0.018000000000000002,0.013999999999999999,41.0,46.0,1.0833333333333335,9,4
4830,2018-09-18 06:00:00,19.2,1.0,320.0,98.0,4.0,,,0.003,0.6,0.012,0.02,42.0,49.0,1.3,9,4
4831,2018-09-18 07:00:00,19.5,0.5,340.0,98.0,4.0,0.2,0.12,0.003,0.4,0.011000000000000001,0.013999999999999999,42.0,51.0,1.5166666666666666,9,4
4832,2018-09-18 08:00:00,21.0,1.4,320.0,97.0,6.0,1.0,0.69,0.004,0.5,0.01,0.013999999999999999,42.0,48.0,1.7333333333333334,9,4
4833,2018-09-18 09:00:00,23.0,0.6,50.0,84.0,5.0,1.0,1.27,0.004,0.6,0.009000000000000001,0.022000000000000002,44.0,56.0,1.9500000000000002,9,4
4834,2018-09-18 10:00:00,24.3,1.0,20.0,75.0,6.0,1.0,2.0,0.005,0.4,0.021,0.019,47.0,66.0,2.166666666666667,9,4
4835,2018-09-18 11:00:00,26.1,0.7,250.0,66.0,2.0,1.0,2.44,0.016,0.5,0.032,0.032,38.0,45.0,2.3833333333333333,9,4
4836,2018-09-18 12:00:00,26.6,1.3,160.0,63.0,5.0,1.0,2.8,0.035,0.7,0.053,0.038,50.0,62.0,2.6,9,4
4837,2018-09-18 13:00:00,27.4,2.3,140.0,67.0,3.0,1.0,2.61,,,,,66.0,71.0,2.816666666666667,9,4
4838,2018-09-18 14:00:00,26.6,2.6,140.0,74.0,3.0,1.0,2.72,,,,,,,3.033333333333333,9,4
4839,2018-09-18 15:00:00,26.1,2.4,140.0,77.0,5.0,1.0,2.14,0.012,0.4,0.034,0.015,39.0,46.0,3.25,9,4
4840,2018-09-18 16:00:00,24.9,2.3,110.0,79.0,7.0,0.8,1.19,0.009000000000000001,0.3,0.037000000000000005,0.013999999999999999,39.0,41.0,3.466666666666667,9,4
4841,2018-09-18 17:00:00,25.3,2.3,90.0,79.0,8.0,0.3,0.48,0.006999999999999999,0.3,0.042,0.012,37.0,41.0,3.6833333333333336,9,4
4842,2018-09-18 18:00:00,24.4,1.5,110.0,82.0,6.0,0.2,0.31,0.013000000000000001,0.4,0.046,0.022000000000000002,36.0,45.0,3.9000000000000004,9,4
4843,2018-09-18 19:00:00,23.1,1.3,70.0,91.0,3.0,0.0,0.02,0.011000000000000001,0.4,0.052000000000000005,0.013000000000000001,36.0,47.0,4.116666666666667,9,4
4844,2018-09-18 20:00:00,22.5,1.3,360.0,93.0,4.0,,,0.009000000000000001,0.4,0.055,0.009000000000000001,36.0,42.0,4.333333333333334,9,4
4845,2018-09-18 21:00:00,22.1,1.5,360.0,95.0,3.0,,,0.02,0.5,0.032,0.024,36.0,43.0,4.55,9,4
4846,2018-09-18 22:00:00,21.8,1.1,320.0,94.0,5.0,,,0.017,0.5,0.033,0.027999999999999997,58.0,78.0,4.766666666666667,9,4
4847,2018-09-18 23:00:00,21.7,1.2,360.0,96.0,4.0,,,0.008,0.4,0.036000000000000004,0.016,58.0,77.0,4.983333333333333,9,4
4848,2018-09-19 00:00:00,21.0,1.6,340.0,98.0,3.0,,,0.011000000000000001,0.4,0.031,0.013000000000000001,47.0,55.0,5.2,9,4
4849,2018-09-19 01:00:00,20.4,1.6,340.0,98.0,5.0,,,0.009000000000000001,0.5,0.024,0.011000000000000001,47.0,55.0,5.4375,9,4
4850,2018-09-19 02:00:00,20.2,1.2,340.0,98.0,5.0,,,0.005,0.5,0.023,0.006999999999999999,45.0,63.0,5.675,9,4
4851,2018-09-19 03:00:00,20.1,1.5,360.0,98.0,6.0,,,0.004,0.5,0.019,0.011000000000000001,47.0,55.0,5.9125000000000005,9,4
4852,2018-09-19 04:00:00,20.0,1.4,340.0,98.0,7.0,,,0.006,0.4,0.019,0.012,41.0,57.0,6.15,9,4
4853,2018-09-19 05:00:00,20.0,1.2,340.0,98.0,8.0,,,0.005,0.4,0.017,0.012,34.0,54.0,6.3875,9,4
4854,2018-09-19 06:00:00,19.4,0.9,360.0,98.0,4.0,,,0.006,0.4,0.017,0.016,35.0,48.0,6.625,9,4
4855,2018-09-19 07:00:00,20.3,1.0,360.0,98.0,7.0,0.0,0.07,0.008,0.5,0.015,0.013000000000000001,32.0,57.0,6.862500000000001,9,4
4856,2018-09-19 08:00:00,20.7,0.7,360.0,93.0,9.0,0.2,0.49,0.040999999999999995,0.4,0.013000000000000001,0.01,33.0,62.0,7.1000000000000005,9,4
4857,2018-09-19 09:00:00,21.7,1.3,340.0,89.0,9.0,0.2,0.78,0.048,0.5,0.013999999999999999,0.015,35.0,70.0,7.3375,9,4
4858,2018-09-19 10:00:00,23.6,1.2,20.0,82.0,8.0,0.4,1.42,0.02,0.5,0.013999999999999999,0.027999999999999997,36.0,65.0,7.575,9,4
4859,2018-09-19 11:00:00,23.9,1.6,20.0,79.0,10.0,0.7,1.86,0.008,0.3,0.027000000000000003,0.016,32.0,65.0,7.8125,9,4
4860,2018-09-19 12:00:00,24.2,1.4,90.0,75.0,10.0,0.5,2.13,0.006999999999999999,0.3,0.027999999999999997,0.013999999999999999,,51.0,8.05,9,4
4861,2018-09-19 13:00:00,25.9,1.1,140.0,72.0,9.0,0.1,1.53,0.008,0.3,0.027999999999999997,0.011000000000000001,,49.0,8.287500000000001,9,4
4862,2018-09-19 14:00:00,24.8,2.0,110.0,73.0,10.0,0.1,1.31,0.012,0.3,0.024,0.01,,45.0,8.525,9,4
4863,2018-09-19 15:00:00,23.8,1.3,90.0,80.0,10.0,0.0,1.05,0.01,0.3,0.025,0.011000000000000001,,52.0,8.762500000000001,9,4
4864,2018-09-19 16:00:00,23.2,0.7,70.0,83.0,10.0,0.0,0.78,0.011000000000000001,0.3,0.025,0.018000000000000002,,60.0,9.0,9,4
4865,2018-09-19 17:00:00,22.9,1.6,70.0,86.0,10.0,0.0,0.35,0.012,0.3,0.024,0.024,,49.0,9.2375,9,4
4866,2018-09-19 18:00:00,22.5,0.9,20.0,90.0,10.0,0.0,0.13,0.015,0.3,0.022000000000000002,0.025,,41.0,9.475000000000001,9,4
4867,2018-09-19 19:00:00,21.9,1.1,290.0,94.0,10.0,0.0,0.0,0.015,0.4,0.022000000000000002,0.02,,46.0,9.7125,9,4
4868,2018-09-19 20:00:00,21.5,1.3,320.0,98.0,10.0,,,0.005,0.5,0.025,0.012,,59.0,9.95,9,4
4869,2018-09-19 21:00:00,21.2,2.1,320.0,98.0,10.0,,,0.005,0.5,0.027999999999999997,0.013000000000000001,,49.0,10.1875,9,4
4870,2018-09-19 22:00:00,20.9,1.6,340.0,98.0,10.0,,,0.005,0.5,0.027000000000000003,0.016,29.0,52.0,10.425,9,4
4871,2018-09-19 23:00:00,20.4,1.1,50.0,98.0,10.0,,,0.005,0.4,0.027999999999999997,0.015,39.0,55.0,10.662500000000001,9,4
4872,2018-09-20 00:00:00,20.4,1.2,360.0,98.0,10.0,,,0.008,0.3,0.027999999999999997,0.017,38.0,50.0,10.9,9,4
4873,2018-09-20 01:00:00,20.3,1.1,110.0,98.0,10.0,,,0.008,0.3,0.028999999999999998,0.011000000000000001,27.0,38.0,12.125,9,4
4874,2018-09-20 02:00:00,20.3,0.8,200.0,98.0,10.0,,,0.01,0.3,0.032,0.006,23.0,33.0,13.35,9,4
4875,2018-09-20 03:00:00,20.2,0.7,270.0,98.0,10.0,,,0.016,0.3,0.027999999999999997,0.013999999999999999,27.0,32.0,14.575,9,4
4876,2018-09-20 04:00:00,20.1,1.3,290.0,98.0,10.0,,,0.013999999999999999,0.3,0.031,0.011000000000000001,31.0,45.0,15.8,9,4
4877,2018-09-20 05:00:00,20.1,0.7,340.0,98.0,10.0,,,0.018000000000000002,0.3,0.032,0.01,26.0,41.0,17.025,9,4
4878,2018-09-20 06:00:00,19.9,0.1,0.0,98.0,10.0,,,0.008,0.3,0.034,0.01,30.0,42.0,18.25,9,4
4879,2018-09-20 07:00:00,19.8,0.8,270.0,98.0,10.0,0.0,0.0,0.006999999999999999,0.3,0.03,0.012,21.0,33.0,19.475,9,4
4880,2018-09-20 08:00:00,19.9,1.4,340.0,98.0,10.0,0.0,0.05,0.01,0.3,0.025,0.012,21.0,24.0,20.7,9,4
4881,2018-09-20 09:00:00,20.1,1.3,320.0,98.0,10.0,0.0,0.13,0.006,0.4,0.016,0.018000000000000002,23.0,24.0,21.924999999999997,9,4
4882,2018-09-20 10:00:00,20.2,0.9,90.0,98.0,10.0,0.0,0.14,0.008,0.3,0.017,0.027000000000000003,15.0,27.0,23.15,9,4
4883,2018-09-20 11:00:00,20.1,1.6,70.0,98.0,10.0,0.0,0.2,0.006999999999999999,0.3,0.026000000000000002,0.018000000000000002,18.0,30.0,24.375,9,4
4884,2018-09-20 12:00:00,19.8,2.0,20.0,98.0,10.0,0.0,0.31,0.012,0.3,0.028999999999999998,0.018000000000000002,26.0,42.0,25.6,9,4
4885,2018-09-20 13:00:00,19.5,2.6,360.0,98.0,10.0,0.0,0.44,0.01,0.3,0.033,0.009000000000000001,24.0,34.0,26.825,9,4
4886,2018-09-20 14:00:00,19.5,2.7,340.0,98.0,10.0,0.0,0.63,0.008,0.3,0.027000000000000003,0.008,15.0,17.0,28.049999999999997,9,4
4887,2018-09-20 15:00:00,19.9,2.6,360.0,98.0,10.0,0.0,0.72,0.005,0.2,0.025,0.01,15.0,20.0,29.275,9,4
4888,2018-09-20 16:00:00,20.6,2.3,360.0,88.0,10.0,0.0,0.66,0.005,0.2,0.026000000000000002,0.013999999999999999,15.0,24.0,30.5,9,4
4889,2018-09-20 17:00:00,20.7,1.6,360.0,88.0,10.0,0.0,0.14,0.005,0.2,0.023,0.017,15.0,28.0,31.725,9,4
4890,2018-09-20 18:00:00,20.3,1.0,360.0,91.0,10.0,0.0,0.0,0.005,0.3,0.021,0.016,15.0,30.0,32.949999999999996,9,4
4891,2018-09-20 19:00:00,20.5,1.4,360.0,91.0,10.0,0.0,0.0,0.005,0.2,0.022000000000000002,0.009000000000000001,13.0,32.0,34.175,9,4
4892,2018-09-20 20:00:00,20.9,1.6,360.0,90.0,6.0,,,0.004,0.2,0.024,0.006,10.0,22.0,35.4,9,4
4893,2018-09-20 21:00:00,20.9,1.3,360.0,89.0,8.0,,,0.004,0.4,0.022000000000000002,0.011000000000000001,10.0,20.0,36.625,9,4
4894,2018-09-20 22:00:00,21.0,1.9,340.0,85.0,8.0,,,0.004,0.3,0.02,0.015,12.0,25.0,37.849999999999994,9,4
4895,2018-09-20 23:00:00,20.6,1.6,320.0,88.0,9.0,,,0.004,0.5,0.019,0.016,11.0,32.0,39.074999999999996,9,4
4896,2018-09-21 00:00:00,20.2,1.1,320.0,91.0,8.0,,,0.004,1.2,0.015,0.019,11.0,31.0,40.3,9,4
4897,2018-09-21 01:00:00,20.0,1.0,340.0,94.0,8.0,,,0.005,1.4,0.015,0.011000000000000001,18.0,33.0,38.62083333333333,9,4
4898,2018-09-21 02:00:00,19.6,0.6,20.0,98.0,6.0,,,0.006,1.3,0.015,0.006999999999999999,18.0,33.0,36.94166666666666,9,4
4899,2018-09-21 03:00:00,19.5,1.5,360.0,98.0,9.0,,,0.006,0.9,0.016,0.008,22.0,43.0,35.262499999999996,9,4
4900,2018-09-21 04:00:00,19.8,2.0,320.0,98.0,10.0,,,0.005,0.4,0.013999999999999999,0.013999999999999999,14.0,30.0,33.58333333333333,9,4
4901,2018-09-21 05:00:00,19.8,1.6,320.0,98.0,9.0,,,0.005,1.0,0.015,0.013000000000000001,22.0,41.0,31.904166666666665,9,4
4902,2018-09-21 06:00:00,20.1,1.3,360.0,98.0,10.0,,,0.004,1.4,0.016,0.013999999999999999,16.0,52.0,30.224999999999998,9,4
4903,2018-09-21 07:00:00,20.2,1.6,320.0,98.0,10.0,0.0,0.0,0.004,0.4,0.013000000000000001,0.013000000000000001,16.0,43.0,28.545833333333334,9,4
4904,2018-09-21 08:00:00,20.5,1.1,340.0,98.0,10.0,0.0,0.05,0.004,0.3,0.013000000000000001,0.013999999999999999,19.0,39.0,26.866666666666667,9,4
4905,2018-09-21 09:00:00,20.8,1.4,90.0,98.0,10.0,0.0,0.14,0.009000000000000001,0.3,0.015,0.018000000000000002,15.0,26.0,25.1875,9,4
4906,2018-09-21 10:00:00,20.9,0.9,50.0,98.0,10.0,0.0,0.14,0.012,0.2,0.016,0.024,16.0,25.0,23.508333333333333,9,4
4907,2018-09-21 11:00:00,20.9,1.8,70.0,98.0,10.0,0.0,0.15,0.013000000000000001,0.2,0.016,0.027999999999999997,14.0,28.0,21.829166666666666,9,4
4908,2018-09-21 12:00:00,20.8,1.4,340.0,98.0,10.0,0.0,0.18,0.008,0.2,0.02,0.023,19.0,30.0,20.15,9,4
4909,2018-09-21 13:00:00,20.7,2.8,340.0,98.0,10.0,0.0,0.29,0.006999999999999999,0.2,0.013999999999999999,0.02,12.0,24.0,18.47083333333333,9,4
4910,2018-09-21 14:00:00,20.6,2.5,340.0,98.0,10.0,0.0,0.22,0.005,0.2,0.019,0.009000000000000001,10.0,16.0,16.791666666666668,9,4
4911,2018-09-21 15:00:00,20.4,3.3,360.0,98.0,10.0,0.0,0.24,0.005,0.2,0.02,0.011000000000000001,10.0,15.0,15.1125,9,4
4912,2018-09-21 16:00:00,19.9,3.4,360.0,98.0,10.0,0.0,0.17,0.005,0.2,0.018000000000000002,0.017,5.0,13.0,13.433333333333334,9,4
4913,2018-09-21 17:00:00,19.5,3.3,340.0,98.0,10.0,0.0,0.15,0.005,0.2,0.018000000000000002,0.019,4.0,12.0,11.754166666666666,9,4
4914,2018-09-21 18:00:00,19.4,3.2,340.0,98.0,10.0,0.0,0.06,0.004,0.3,0.019,0.016,6.0,10.0,10.075,9,4
4915,2018-09-21 19:00:00,19.4,2.3,340.0,98.0,8.0,0.0,0.0,0.004,0.4,0.019,0.011000000000000001,5.0,8.0,8.395833333333336,9,4
4916,2018-09-21 20:00:00,19.4,2.6,340.0,98.0,10.0,,,0.004,0.3,0.02,0.008,8.0,11.0,6.716666666666669,9,4
4917,2018-09-21 21:00:00,19.0,2.4,320.0,98.0,10.0,,,0.004,1.5,0.022000000000000002,0.006,8.0,11.0,5.037500000000001,9,4
4918,2018-09-21 22:00:00,18.9,0.6,320.0,98.0,9.0,,,0.005,1.5,0.021,0.011000000000000001,14.0,17.0,3.3583333333333343,9,4
