Temperature,WindSpeed,Humidity,Rain,solar,sunTime,Cloud,so2,ozone,no2,PM2.5,PM10
12.9,0.9,79.0,0.1875,0.0,0.0,6.158547619047619,0.003,0.006999999999999999,0.018000000000000002,24.0,42.0
13.0,0.8,78.0,0.22499999999999998,0.05,0.0,6.742738095238095,0.003,0.006,0.019,30.0,42.0
16.2,1.1,62.0,0.2625,0.47,1.0,2.8804999999999996,0.003,0.008,0.021,27.0,48.0
19.0,1.5,56.0,0.3,1.18,1.0,3.4019523809523804,0.004,0.013000000000000001,0.027000000000000003,33.0,64.0
21.1,2.3,51.0,0.33749999999999997,1.94,1.0,2.9641666666666686,0.006999999999999999,0.039,0.023,47.0,84.0
23.2,1.8,47.0,0.375,2.6,1.0,2.5698095238095235,0.006,0.052000000000000005,0.017,50.0,84.0
24.3,1.5,47.0,0.4125,3.07,1.0,2.487547619047619,0.005,0.061,0.01,41.0,75.0
25.3,2.0,43.0,0.44999999999999996,3.45,1.0,1.8533333333333328,0.005,0.062,0.008,26.0,46.0
26.9,1.1,44.0,0.4875,3.56,1.0,2.181511904761905,0.005,0.064,0.006999999999999999,21.0,40.0
27.8,1.7,41.0,0.525,3.42,1.0,1.8158690476190478,0.004,0.067,0.008,21.0,32.0
26.2,4.1,47.0,0.5625,3.07,1.0,3.0532619047619045,0.005,0.07200000000000001,0.01,18.0,36.0
26.2,3.4,46.0,0.6,2.59,1.0,2.4122380952380955,0.012,0.095,0.02,20.0,46.0
25.9,3.1,48.0,0.6375,1.92,1.0,2.6599285714285714,0.017,0.111,0.023,54.0,80.0
24.9,1.9,50.0,0.6749999999999999,1.11,1.0,2.4673333333333334,0.011000000000000001,0.07200000000000001,0.013999999999999999,56.0,80.0
22.6,2.1,57.0,0.7125,0.46,0.9,5.197571428571429,0.01,0.06,0.016,32.0,49.0
20.4,0.3,67.0,0.75,0.03,0.0,6.813309523809526,0.009000000000000001,0.053,0.02,28.0,47.0
19.8,1.1,67.0,0.7875,0.0,0.0,6.832190476190476,0.006,0.052000000000000005,0.009000000000000001,27.0,45.0
19.2,1.5,77.0,0.825,0.0,0.0,5.436285714285715,0.004,0.039,0.013999999999999999,18.0,34.0
18.6,2.3,77.0,0.8624999999999999,0.0,0.0,7.578452380952382,0.004,0.034,0.017,24.0,40.0
18.2,1.8,76.0,0.9,0.0,0.0,6.891988095238096,0.004,0.037000000000000005,0.016,28.0,44.0
18.5,1.3,74.0,0.8625,0.0,0.0,6.144523809523808,0.004,0.047,0.01,27.0,38.0
18.7,1.2,70.0,0.8250000000000001,0.0,0.0,6.572880952380952,0.004,0.045,0.008,20.0,39.0
18.5,0.7,73.0,0.7875000000000001,0.0,0.0,6.433261904761905,0.004,0.055999999999999994,0.006,23.0,35.0
18.1,0.2,77.0,0.75,0.0,0.0,6.475880952380952,0.004,0.059000000000000004,0.005,22.0,35.0
18.4,0.6,74.0,0.7125,0.0,0.0,6.675833333333332,0.004,0.057999999999999996,0.006,24.0,40.0
18.5,0.9,74.0,0.675,0.03,0.0,7.557500000000001,0.004,0.040999999999999995,0.009000000000000001,25.0,46.0
19.1,0.6,74.0,0.6375,0.22,0.0,8.430809523809526,0.003,0.037000000000000005,0.013999999999999999,27.0,41.0
19.8,0.3,78.0,0.6000000000000001,0.43,0.0,9.166690476190478,0.004,0.034,0.019,28.0,45.0
20.2,1.6,82.0,0.5625,0.71,0.0,9.366238095238096,0.005,0.036000000000000004,0.018000000000000002,31.0,48.0
21.7,2.5,73.0,0.525,1.25,0.2,8.636738095238094,0.0039431909222690424,0.042662198306945766,0.008075253623116172,24.60160475220984,40.300794951458585
22.7,2.7,71.0,0.48750000000000004,2.05,0.7,6.768119047619048,0.004265222391760589,0.044110817545067044,0.009912840884313419,24.84565052633808,38.06407963398718
23.4,3.0,67.0,0.45000000000000007,2.43,1.0,3.7029285714285707,0.004,0.043,0.006999999999999999,26.0,26.0
24.1,3.1,66.0,0.41250000000000003,3.0,1.0,4.048178571428571,0.003,0.044000000000000004,0.006,25.0,31.0
23.3,2.9,69.0,0.375,2.58,1.0,4.558440476190476,0.003,0.048,0.004,15.0,21.0
25.0,3.1,64.0,0.3375,2.66,1.0,4.5403095238095235,0.003,0.052000000000000005,0.005,18.0,25.0
23.2,3.2,70.0,0.30000000000000004,1.93,0.9,6.642797619047619,0.005,0.051,0.012,22.701143859471802,28.0
22.8,2.8,75.0,0.26250000000000007,0.99,0.1,8.849055555555555,0.006,0.049,0.008,24.0,39.0
21.4,2.7,80.0,0.2250000000000001,0.48,0.0,9.210666666666667,0.005,0.036000000000000004,0.013000000000000001,20.0,24.0
20.9,4.7,83.0,0.1875,0.07,0.0,6.968452380952381,0.006999999999999999,0.022000000000000002,0.027999999999999997,15.0,27.0
18.7,1.0,98.0,0.15000000000000002,0.0,0.0,6.975869047619049,0.004,0.027000000000000003,0.016,22.0,36.0
18.8,1.9,98.0,0.11250000000000004,0.0,0.0,6.742571428571429,0.003,0.022000000000000002,0.013999999999999999,15.0,30.0
19.0,0.8,98.0,0.07500000000000007,0.0,0.0,6.871869047619048,0.002,0.022000000000000002,0.009000000000000001,21.0,30.0
19.2,1.9,98.0,0.03750000000000009,0.0,0.0,5.814944444444445,0.002,0.015,0.01,14.0,23.0
18.6,2.3,98.0,0.0,0.0,0.0,6.284738095238096,0.002,0.02,0.008,20.0,23.0
18.8,0.9,98.0,0.0,0.0,0.0,5.827714285714286,0.002,0.017,0.006999999999999999,27.0,32.0
19.0,1.1,98.0,0.0,0.0,0.0,5.711785714285716,0.002,0.012,0.008,24.0,30.0
19.1,0.9,98.0,0.0,0.0,0.0,5.6319126984127,0.002,0.013999999999999999,0.006999999999999999,24.0,44.0
19.0,1.3,98.0,0.0,0.0,0.0,6.383571428571429,0.002,0.016,0.006,27.0,42.0
19.1,1.2,98.0,0.0,0.0,0.0,6.635396825396824,0.002,0.015,0.005,29.0,52.0
19.1,0.8,97.0,0.0,0.0,0.0,6.489976190476187,0.002,0.013000000000000001,0.006,28.0,44.0
19.0,1.0,96.0,0.0,0.13,0.0,6.229976190476191,0.002,0.013000000000000001,0.01,22.0,24.0
19.1,1.6,95.0,0.0,0.14,0.0,6.943095238095238,0.002,0.012,0.013000000000000001,28.0,42.0
19.2,1.4,97.0,0.0,0.28,0.0,7.578833333333332,0.003,0.012,0.013999999999999999,33.0,47.0
20.2,2.5,93.0,0.0,0.9,0.0,7.847928571428571,0.003,0.013999999999999999,0.013000000000000001,29.0,39.0
21.8,3.2,81.0,0.0,2.68,1.0,3.562936507936509,0.002,0.033,0.006,24.0,35.0
23.0,2.7,73.0,0.0,3.04,1.0,3.0089166666666656,0.003,0.047,0.004,32.0,44.0
24.0,2.9,69.0,0.0,3.38,1.0,3.3700119047619044,0.002,0.052000000000000005,0.004,30.0,54.0
24.3,3.8,70.0,0.0,3.45,1.0,2.640357142857143,0.004,0.047,0.006999999999999999,28.0,49.0
24.2,4.1,70.0,0.0,3.14,1.0,3.3436190476190477,0.01,0.040999999999999995,0.01,27.0,44.0
22.6,3.7,74.0,0.0,1.98,1.0,3.4578809523809526,0.017,0.046,0.011000000000000001,30.0,37.0
20.0,2.4,80.0,0.0,1.98,1.0,3.1047301587301592,0.008,0.046,0.006999999999999999,38.0,42.0
20.8,1.9,60.0,0.0,1.27,1.0,2.818619047619048,0.003,0.047,0.004,31.0,47.0
19.1,2.5,67.0,0.0,0.59,1.0,2.0404523809523805,0.003,0.042,0.006,20.0,31.0
17.1,1.0,73.0,0.0,0.08,0.5,2.801821428571428,0.002,0.043,0.004,9.0,20.0
15.9,2.2,88.0,0.0,0.0,0.0,6.809214285714286,0.002,0.040999999999999995,0.004,13.0,24.0
15.3,1.6,88.0,0.0,0.0,0.0,4.888163059163059,0.003,0.038,0.006999999999999999,15.0,19.0
14.9,1.2,92.0,0.0,0.0,0.0,5.072313852813853,0.003,0.037000000000000005,0.008,18.0,22.0
14.4,1.5,96.0,0.0,0.0,0.0,6.339222222222222,0.003,0.04,0.005,23.0,23.0
14.0,1.6,96.0,0.0,0.0,0.0,6.68588888888889,0.004,0.042,0.005,21.0,26.0
14.0,1.1,98.0,0.0,0.0,0.0,5.503904761904763,0.004,0.043,0.005,17.0,27.0
13.5,1.2,98.0,0.0,0.0,0.0,5.348857142857144,0.003,0.039,0.005,17.0,26.0
13.2,1.2,98.0,0.0,0.0,0.0,5.5982142857142865,0.003,0.034,0.005,18.0,28.0
12.6,0.2,98.0,0.0,0.0,0.0,5.98054761904762,0.003,0.036000000000000004,0.004,22.0,31.0
12.6,0.3,98.0,0.0,0.05,0.0,5.090095238095239,0.003,0.036000000000000004,0.005,18.0,25.0
14.1,0.8,92.0,0.0,0.49,1.0,2.2278506493506494,0.003,0.032,0.008,25.0,36.0
16.3,0.7,78.0,0.0,1.16,1.0,1.1365238095238095,0.004,0.035,0.013000000000000001,20.0,36.0
18.1,1.1,69.0,0.0,1.98,1.0,1.9611507936507935,0.004,0.040999999999999995,0.011000000000000001,22.0,34.0
20.3,2.3,61.0,0.0,2.62,1.0,2.125583333333333,0.006,0.040999999999999995,0.011000000000000001,26.0,28.0
21.3,1.9,58.0,0.0,3.13,1.0,3.675238095238096,0.011000000000000001,0.038,0.015,24.0,35.0
22.8,2.1,53.0,0.0,3.48,1.0,1.9624999999999997,0.008,0.043,0.01,22.51939753289191,33.0
23.9,2.7,52.0,0.0,3.6,1.0,1.8240476190476185,0.006,0.048,0.008,21.698824901993518,30.0
23.5,3.4,53.0,0.0,3.47,1.0,1.8222142857142847,0.008,0.046,0.011000000000000001,16.0,26.0
24.1,2.9,53.0,0.0,3.19,1.0,2.411666666666666,0.009000000000000001,0.052000000000000005,0.013000000000000001,18.0,31.0
24.2,3.4,50.0,0.0,2.72,1.0,2.146964285714285,0.006,0.062,0.01,24.0,38.0
23.6,2.8,54.0,0.0,1.96,1.0,2.6527142857142856,0.006,0.066,0.012,26.0,43.0
22.5,2.7,50.0,0.0,1.19,1.0,2.915357142857144,0.01,0.068,0.018000000000000002,31.0,54.0
21.7,1.5,56.0,0.0,0.51,1.0,2.2429166666666673,0.01,0.051,0.023,32.0,52.0
19.7,0.2,63.0,0.0,0.07,0.2,3.911250000000001,0.008,0.039,0.022000000000000002,26.0,40.0
18.2,0.6,74.0,0.0,0.0,0.0,4.5125119047619044,0.003,0.040999999999999995,0.009000000000000001,22.0,33.0
17.6,1.2,78.0,0.0,0.0,0.0,3.5835797258297246,0.003,0.040999999999999995,0.008,16.0,26.0
17.1,1.3,80.0,0.0,0.0,0.0,3.951139249639249,0.003,0.037000000000000005,0.008,17.0,20.0
16.4,0.1,88.0,0.0,0.0,0.0,3.2170864342513283,0.002,0.022000000000000002,0.016,15.0,21.0
15.9,0.4,88.0,0.0,0.0,0.0,2.6383320013320013,0.002,0.022000000000000002,0.009000000000000001,13.0,26.0
15.6,0.7,92.0,0.0,0.0,0.0,3.8633131313131317,0.002,0.015,0.011000000000000001,14.0,25.0
15.1,0.5,96.0,0.0,0.0,0.0,3.823654255319149,0.002,0.011000000000000001,0.013000000000000001,15.0,17.0
15.0,0.4,91.0,0.0,0.0,0.0,2.37287611679101,0.002,0.006999999999999999,0.013999999999999999,13.0,22.0
14.8,0.5,96.0,0.0,0.0,0.0,2.064749493414387,0.002,0.002,0.017,15.0,17.0
14.5,0.3,97.0,0.0,0.04,0.0,2.6929523809523817,0.002,0.001,0.016,14.0,18.0
17.6,0.4,88.0,0.0,0.54,1.0,2.4675714285714285,0.002,0.004,0.017,14.0,23.0
19.8,0.6,82.0,0.0,1.18,1.0,1.2633333333333336,0.003,0.018000000000000002,0.017,20.0,31.0
22.2,1.3,65.0,0.0,1.94,1.0,2.698111111111111,0.003,0.031,0.015,19.0,34.0
24.7,0.6,52.0,0.0,2.6,1.0,3.021333333333333,0.004,0.04,0.013999999999999999,17.0,39.0
25.7,1.2,47.0,0.0,3.08,1.0,3.148166666666666,0.003,0.051,0.013000000000000001,21.0,42.0
27.9,1.6,43.0,0.0,3.45,1.0,1.952392857142858,0.003,0.061,0.006999999999999999,14.0,30.0
28.8,3.2,33.0,0.0,3.61,1.0,1.6328333333333336,0.005,0.066,0.006,18.0,35.0
28.8,3.1,29.0,0.0,3.51,1.0,1.562261904761905,0.006,0.065,0.006999999999999999,20.0,35.0
29.1,4.1,28.0,0.0,3.24,1.0,1.4756746031746035,0.006,0.07200000000000001,0.006999999999999999,13.0,27.0
28.9,3.8,26.0,0.0,2.79,1.0,1.599571428571429,0.005,0.07400000000000001,0.009000000000000001,13.0,24.0
28.0,3.5,28.0,0.0,2.15,1.0,1.5908849206349214,0.004,0.07400000000000001,0.011000000000000001,10.0,23.0
26.7,2.7,31.0,0.0,1.35,1.0,1.6485158730158727,0.003,0.065,0.012,12.0,21.0
25.5,1.2,38.0,0.0,0.6,1.0,1.917166666666667,0.003,0.06,0.01,12.0,26.0
22.2,0.6,49.0,0.0,0.08,0.6,1.7224047619047615,0.003,0.055999999999999994,0.009000000000000001,9.0,24.0
18.9,0.5,67.0,0.0,0.0,0.0,3.095884920634921,0.003,0.065,0.005,10.0,24.0
18.9,0.7,65.0,0.0,0.0,0.0,3.353178571428572,0.003,0.063,0.008,16.0,20.0
17.9,1.0,65.0,0.0,0.0,0.0,2.7854642857142857,0.004,0.057,0.011000000000000001,17.0,26.0
16.7,0.4,71.0,0.0,0.0,0.0,3.2039285714285715,0.004,0.057,0.008,15.0,25.0
15.8,0.4,81.0,0.0,0.0,0.0,2.3280555555555553,0.004,0.049,0.01,19.0,28.0
15.3,0.3,91.0,0.0,0.0,0.0,3.397833333333333,0.004,0.042,0.009000000000000001,19.0,28.0
14.7,0.7,88.0,0.0,0.0,0.0,4.803662698412699,0.002,0.028999999999999998,0.01,21.0,29.0
13.8,0.1,92.0,0.0,0.0,0.0,4.732722222222222,0.002,0.026000000000000002,0.01,23.0,27.0
14.0,0.9,89.0,0.0,0.0,0.0,3.593305194805195,0.002,0.019,0.013000000000000001,18.0,22.0
13.6,0.0,92.0,0.0,0.04,0.0,3.0757976190476204,0.002,0.012,0.018000000000000002,19.0,21.0
17.3,0.3,70.0,0.0,0.54,1.0,1.9563333333333335,0.003,0.008,0.027000000000000003,16.0,22.0
20.5,0.3,59.0,0.0,1.24,1.0,1.8045,0.003,0.019,0.025,18.0,27.0
23.3,0.8,44.0,0.0,2.0,1.0,2.658630952380952,0.004,0.053,0.013000000000000001,16.0,31.0
25.3,1.6,39.0,0.0,2.66,1.0,2.46506746031746,0.011000000000000001,0.049,0.019,11.0,64.0
26.3,1.2,37.0,0.0,3.16,1.0,1.7721428571428564,0.01,0.057999999999999996,0.013000000000000001,17.0,20.0
28.4,2.7,31.0,0.0,3.52,1.0,2.0558095238095238,0.005,0.066,0.006,15.0,19.0
27.9,2.6,27.0,0.0,3.63,1.0,2.2621309523809527,0.006999999999999999,0.08,0.008,10.0,18.0
29.4,2.2,23.0,0.0,3.55,1.0,3.1465714285714284,0.006999999999999999,0.113,0.011000000000000001,13.0,22.0
29.1,3.8,29.0,0.0,3.24,1.0,1.5180714285714294,0.005,0.08800000000000001,0.009000000000000001,12.0,24.0
28.0,3.3,29.0,0.0,2.7,1.0,2.3041349206349206,0.009000000000000001,0.091,0.013999999999999999,12.0,17.0
26.1,3.0,35.0,0.0,1.82,1.0,2.719833333333333,0.008,0.079,0.015,16.0,26.0
24.2,3.5,41.0,0.0,1.14,1.0,2.0725,0.006,0.075,0.015,17.0,26.0
23.2,1.9,41.0,0.0,0.46,0.9,3.924119047619048,0.009000000000000001,0.064,0.023,16.0,23.0
21.1,0.8,49.0,0.0,0.07,0.0,4.310488095238096,0.008,0.051,0.023,23.0,29.0
19.5,1.3,54.0,0.0,0.0,0.0,3.9178928571428564,0.004,0.05,0.009000000000000001,24.0,35.0
19.0,1.3,56.0,0.0,0.0,0.0,3.356718614718615,0.003,0.038,0.011000000000000001,18.0,22.0
16.9,0.7,68.0,0.0,0.0,0.0,4.6957619047619055,0.002,0.027999999999999997,0.013999999999999999,20.0,28.0
16.7,0.4,76.0,0.0,0.0,0.0,4.525365079365079,0.002,0.02,0.017,23.0,33.0
16.1,0.8,67.0,0.0,0.0,0.0,4.510567460317461,0.002,0.012,0.021,17.0,25.0
14.9,0.2,80.0,0.0,0.0,0.0,3.9151851851851855,0.002,0.006,0.024,18.0,23.0
15.1,0.4,82.0,0.0,0.0,0.0,2.7697517781666723,0.002,0.006999999999999999,0.02,14.0,24.0
15.7,0.7,73.0,0.0,0.0,0.0,4.296478835978834,0.002,0.011000000000000001,0.015,17.0,19.0
14.5,0.6,84.0,0.0,0.0,0.0,2.85532753574243,0.002,0.011000000000000001,0.013000000000000001,17.0,17.0
16.7,1.0,65.0,0.0,0.04,0.0,4.515777777777778,0.002,0.011000000000000001,0.012,16.0,22.0
19.2,0.6,60.0,0.0,0.61,0.9,6.024928571428571,0.002,0.013000000000000001,0.011000000000000001,17.874353939068143,17.0
21.3,0.8,57.0,0.0,0.97,1.0,1.9958333333333338,0.004,0.018000000000000002,0.013000000000000001,17.0,27.0
23.3,2.0,45.0,0.0,1.7,1.0,2.5418571428571424,0.006,0.035,0.015,42.0,46.0
24.6,2.2,41.0,0.0,1.93,1.0,2.737999999999999,0.005,0.045,0.011000000000000001,29.0,36.0
26.0,2.1,40.0,0.0,2.42,1.0,1.877107142857143,0.004,0.05,0.01,19.0,30.0
27.3,2.2,36.0,0.0,2.61,1.0,1.9335476190476188,0.005,0.057,0.006999999999999999,21.0,33.0
29.2,1.7,28.0,0.0,3.72,1.0,1.5075714285714283,0.004,0.062,0.006,20.0,35.0
29.5,1.7,27.0,0.0,3.51,1.0,1.8424404761904762,0.008,0.068,0.008,18.0,29.0
29.9,1.9,29.0,0.0,3.09,1.0,2.040809523809524,0.005,0.069,0.005,20.0,32.0
29.8,3.0,30.0,0.0,2.61,1.0,2.4218333333333333,0.003,0.068,0.003,17.0,28.0
28.5,4.1,32.0,0.0,1.99,1.0,1.372611111111111,0.006999999999999999,0.065,0.01,16.0,19.0
27.8,3.0,31.0,0.0,1.28,1.0,1.346880952380952,0.004,0.069,0.008,18.0,28.0
26.1,1.2,35.0,0.0,0.55,1.0,1.8688333333333336,0.003,0.061,0.01,15.0,34.0
22.8,0.6,52.0,0.0,0.08,0.4,2.6209880952380953,0.005,0.05,0.018000000000000002,20.0,32.0
21.7,1.0,51.0,0.0,0.0,0.0,4.080095238095237,0.004,0.037000000000000005,0.017,22.0,28.0
19.0,0.7,74.0,0.0,0.0,0.0,5.98302380952381,0.003,0.028999999999999998,0.017,29.0,45.0
19.1,2.4,75.0,0.0,0.0,0.0,5.909214285714287,0.003,0.02,0.019,35.0,53.0
18.1,0.7,79.0,0.0,0.0,0.0,7.1579444444444436,0.003,0.03,0.015,42.0,52.0
16.8,0.3,85.0,0.0,0.0,0.0,3.811599206349206,0.004,0.066,0.006999999999999999,39.0,46.0
16.4,0.3,89.0,0.0,0.0,0.0,3.7818928571428567,0.004,0.069,0.005,36.0,44.0
15.7,0.3,96.0,0.0,0.0,0.0,6.085182539682538,0.003,0.057999999999999996,0.006,41.0,45.0
16.4,0.7,95.0,0.0,0.0,0.0,7.086420634920636,0.003,0.040999999999999995,0.008,30.0,41.0
17.6,1.3,98.0,0.0,0.0,0.0,7.143626984126981,0.003,0.034,0.01,29.0,33.0
17.4,2.0,98.0,0.0,0.02,0.0,6.861452380952382,0.003,0.04,0.006999999999999999,30.0,36.0
18.0,2.2,96.0,0.0,0.43,0.4,5.358063492063493,0.003,0.024,0.019,37.0,51.0
18.9,2.2,89.0,0.0,1.04,1.0,2.3357777777777775,0.004,0.033,0.012,40.0,50.0
20.7,3.1,80.0,0.0,1.69,1.0,2.3516904761904764,0.005,0.040999999999999995,0.009000000000000001,40.0,50.0
21.6,2.5,71.0,0.0,2.29,1.0,2.2844523809523802,0.004,0.047,0.006999999999999999,30.0,46.0
23.3,2.1,63.0,0.0,2.84,1.0,3.806214285714286,0.003,0.053,0.004,19.0,35.0
24.0,2.5,57.0,0.0,2.89,1.0,3.443821428571428,0.003,0.054000000000000006,0.004,24.0,35.0
25.1,1.8,52.0,0.0,2.55,0.9,5.914880952380954,0.006,0.052000000000000005,0.006999999999999999,22.0,40.0
25.3,2.2,47.0,0.0,2.56,0.8,5.757678571428571,0.005,0.05,0.006,22.0,38.0
23.7,3.8,60.0,0.0,1.75,0.6,6.827059523809523,0.006,0.044000000000000004,0.006999999999999999,21.0,35.0
23.7,3.4,59.0,0.0,1.42,0.4,7.389380952380952,0.006,0.042,0.011000000000000001,23.0,32.0
23.2,1.1,56.0,0.0,0.56,0.0,8.768392857142858,0.005,0.039,0.01,25.0,33.0
22.7,2.0,57.0,0.0,0.39,0.0,8.098119047619047,0.005,0.034,0.01,27.0,34.0
22.1,1.5,67.0,0.0,0.11,0.0,7.092222222222222,0.003,0.028999999999999998,0.006999999999999999,27.0,37.0
21.3,1.3,71.0,0.0,0.0,0.0,4.84725,0.005,0.023,0.011000000000000001,20.0,32.0
20.7,1.8,75.0,0.0,0.0,0.0,4.731595238095237,0.006,0.013999999999999999,0.019,21.0,33.0
20.1,1.8,78.0,0.0,0.0,0.0,4.637357142857144,0.005,0.013999999999999999,0.019,23.345567147708813,39.0
20.0,0.7,74.0,0.0,0.0,0.0,4.897420634920636,0.003,0.024,0.006999999999999999,24.506338015712537,37.0
18.8,1.6,76.0,0.0,0.0,0.0,4.778349206349207,0.005,0.019,0.012,24.298676399900337,36.0
18.8,0.9,76.0,0.0,0.0,0.0,3.678730158730159,0.009000000000000001,0.012,0.018000000000000002,25.635321115758124,43.0
18.7,0.7,75.0,0.0,0.0,0.0,4.384261904761905,0.006999999999999999,0.012,0.017,26.100958032936997,43.0
18.3,0.6,82.0,0.0,0.0,0.0,4.150666666666667,0.006,0.012,0.013000000000000001,24.712497036723022,38.0
17.6,0.3,88.0,0.0,0.0,0.0,4.444166666666666,0.004,0.01,0.013000000000000001,24.702963627248167,38.0
17.5,0.8,85.0,0.0,0.0,0.0,5.258742063492064,0.004,0.006999999999999999,0.013000000000000001,25.363587758028896,43.0
17.4,0.4,85.0,0.0,0.05,0.0,5.672345238095238,0.003,0.003,0.017,24.62963030634895,39.0
18.2,0.0,85.0,0.0,0.38,0.6,3.9802738095238106,0.004,0.004,0.016,25.23719767163711,43.0
20.6,0.2,67.0,0.0,0.89,1.0,2.0756904761904753,0.005,0.011000000000000001,0.015,24.954047130049666,42.0
22.8,0.4,53.0,0.0,1.89,1.0,2.8787261904761907,0.006,0.023,0.012,27.34505915170725,54.0
24.1,1.7,52.0,0.0,2.58,1.0,2.4142619047619043,0.006,0.036000000000000004,0.009000000000000001,28.790655933312483,59.0
26.1,1.3,42.0,0.0,3.1,1.0,2.077071428571429,0.005,0.048,0.006999999999999999,25.782437991042226,55.0
26.9,2.6,42.0,0.0,3.42,1.0,1.6993452380952379,0.005,0.054000000000000006,0.005,25.028814016272186,46.0
26.9,1.3,41.0,0.0,3.6,1.0,2.3464285714285715,0.004,0.054000000000000006,0.004,24.61799606786128,44.0
27.3,3.9,45.0,0.0,3.52,1.0,1.982809523809523,0.005594032158061092,0.07032953953051155,0.010748836678228227,23.749692364573324,39.366188320036784
26.9,3.1,47.0,0.0,3.25,1.0,2.660309523809523,0.005421157599294247,0.06811186597463469,0.010508653493834036,24.84165098120475,40.16413394571408
27.1,2.4,48.0,0.0,2.63,1.0,3.2860476190476193,0.013000000000000001,0.10099999999999999,0.019,42.0,55.0
26.2,2.9,50.0,0.0,1.89,1.0,2.6944642857142855,0.01,0.055999999999999994,0.013000000000000001,50.0,60.0
25.1,2.5,53.0,0.0,1.18,1.0,2.2803809523809533,0.006999999999999999,0.046,0.009000000000000001,34.0,44.0
24.2,1.9,55.0,0.0,0.55,0.7,6.456309523809523,0.011000000000000001,0.034,0.015,28.0,38.0
22.7,0.8,61.0,0.0,0.11,0.0,5.3261190476190485,0.01,0.034,0.013000000000000001,24.0,30.0
21.6,0.8,68.0,0.0,0.0,0.0,5.724095238095239,0.005,0.038,0.008,29.0,34.0
21.1,0.1,69.0,0.0,0.0,0.0,6.051178571428571,0.004,0.033,0.008,28.0,32.0
20.1,0.4,77.0,0.0,0.0,0.0,6.111464285714285,0.004,0.028999999999999998,0.009000000000000001,28.0,36.0
19.4,1.2,77.0,0.0,0.0,0.0,6.577773809523808,0.005,0.027000000000000003,0.008,32.0,39.0
18.2,0.3,88.0,0.0,0.0,0.0,8.074730158730159,0.004,0.022000000000000002,0.009000000000000001,38.0,45.0
17.5,0.1,92.0,0.0,0.0,0.0,7.070714285714285,0.003,0.018000000000000002,0.006999999999999999,34.0,40.0
17.0,0.2,97.0,0.0,0.0,0.0,6.339849206349207,0.003,0.013000000000000001,0.008,33.0,35.0
17.2,0.4,98.0,0.0,0.0,0.0,6.057404761904762,0.002,0.008,0.009000000000000001,30.0,34.0
17.5,0.1,98.0,0.0,0.0,0.0,4.437166666666669,0.002,0.004,0.013000000000000001,26.0,32.0
18.1,0.2,96.0,0.0,0.03,0.0,5.5414761904761916,0.003,0.017,0.008,26.0,31.0
18.8,1.4,95.0,0.0,0.14,0.0,7.40818253968254,0.003,0.027999999999999997,0.005,33.0,48.0
18.8,1.8,90.0,0.0,0.3,0.0,7.6931666666666665,0.003,0.031,0.006,46.0,60.0
19.2,1.2,88.0,0.0,0.55,0.0,8.094952380952382,0.004,0.032,0.006,52.0,59.0
19.9,1.2,86.0,0.0,0.81,0.0,8.51797619047619,0.004,0.036000000000000004,0.005,47.0,55.0
21.8,1.9,78.0,0.0,2.17,0.5,6.826099206349204,0.003,0.04,0.004,48.0,49.0
23.4,2.3,73.0,0.0,3.27,1.0,2.9038809523809523,0.003,0.045,0.004,42.0,47.0
24.3,2.3,67.0,0.0,3.44,1.0,3.184714285714285,0.005,0.046,0.006999999999999999,46.0,52.0
26.0,2.4,62.0,0.0,3.36,1.0,3.1480555555555565,0.004,0.053,0.008,54.0,66.0
26.1,3.4,61.0,0.0,3.11,1.0,3.2334797979797987,0.005,0.052000000000000005,0.006999999999999999,45.0,57.0
24.6,2.6,67.0,0.0,1.5,0.4,7.859833333333333,0.005,0.054000000000000006,0.008,27.0,43.0
24.4,2.9,67.0,0.0,1.66,0.9,6.223259740259741,0.006,0.052000000000000005,0.009000000000000001,20.0,33.0
24.3,1.6,69.0,0.0,1.23,1.0,2.918273809523809,0.005,0.048,0.006,26.0,29.0
21.9,2.1,78.0,0.0,0.53,1.0,1.7357380952380952,0.006,0.046,0.006999999999999999,23.0,29.0
20.4,0.8,87.0,0.0,0.07,0.0,5.1622738095238105,0.006,0.042,0.008,24.0,25.0
19.6,0.5,93.0,0.0,0.0,0.0,4.193309523809523,0.005,0.035,0.008,23.07106747391938,29.0
18.6,0.9,95.0,0.0,0.0,0.0,6.9760873015873,0.005,0.031,0.008,27.0,32.0
18.1,0.9,97.0,0.0,0.0,0.0,5.224904761904761,0.004,0.027999999999999997,0.008,25.0,28.0
17.7,0.9,98.0,0.0,0.0,0.0,5.05095238095238,0.006,0.027999999999999997,0.006999999999999999,25.0,32.0
17.4,1.2,98.0,0.0,0.0,0.0,7.793857142857144,0.005,0.025,0.008,30.0,39.0
17.2,1.5,98.0,0.0,0.0,0.0,6.568999999999999,0.004,0.022000000000000002,0.012,39.0,49.0
17.3,0.8,98.0,0.0,0.0,0.0,5.954347069597068,0.006,0.019,0.016,37.0,43.0
17.5,1.0,98.0,0.0,0.0,0.0,5.996011904761905,0.005,0.018000000000000002,0.012,31.0,35.0
18.1,0.4,98.0,0.0,0.0,0.0,6.151430402930402,0.004,0.017,0.01,28.0,43.0
18.0,1.8,98.0,0.0,0.0,0.0,6.637928571428571,0.003,0.017,0.008,29.0,42.0
